Issue Key,Summary,Description,Precondition,Status,Priority,Assignee,Reporter,Estimated Time,Labels,Components,Sprint,Fix Versions,Step Summary,Test Data,Expected Result,Folders,Story Linkages,Apps,Component/Feature,CT Update Target,Evidence Type,Live Proposition,Platform,Regression Type,Users Applied,Automatable?,Automated Proposition,HighVisibility,IsAds?,NBA Feature,TC requires use of proxy
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
